TIME,DV,ID,DOSE,MODEL,Treatment,SAMPLE_ID,V0
58,-3.354008499,3217,100,31,OLAP100,PDX405T,0.25942176
61,-3.456595088,3217,100,31,OLAP100,PDX405T,0.25942176
68,-4.339292102,3217,100,31,OLAP100,PDX405T,0.25942176
75,-3.574551268,3217,100,31,OLAP100,PDX405T,0.25942176
82,-3.453434279,3217,100,31,OLAP100,PDX405T,0.25942176
89,-3.727836522,3217,100,31,OLAP100,PDX405T,0.25942176
96,-3.37810605,3217,100,31,OLAP100,PDX405T,0.25942176
103,-3.118395397,3217,100,31,OLAP100,PDX405T,0.25942176
110,-2.733368009,3217,100,31,OLAP100,PDX405T,0.25942176
117,-2.733368009,3217,100,31,OLAP100,PDX405T,0.25942176
128,-2.638057829,3217,100,31,OLAP100,PDX405T,0.25942176
0,-2.244346374,3219,100,31,OLAP100,PDX405T,0.1059968
7,-2.189667921,3219,100,31,OLAP100,PDX405T,0.1059968
22,-1.780938231,3219,100,31,OLAP100,PDX405T,0.1059968
29,-1.401251098,3219,100,31,OLAP100,PDX405T,0.1059968
36,-0.850361147,3219,100,31,OLAP100,PDX405T,0.1059968
42,-0.594518586,3219,100,31,OLAP100,PDX405T,0.1059968
45,-0.341088475,3219,100,31,OLAP100,PDX405T,0.1059968
49,-0.125974736,3219,100,31,OLAP100,PDX405T,0.1059968
52,0.199296661,3219,100,31,OLAP100,PDX405T,0.1059968
56,0.197825743,3219,100,31,OLAP100,PDX405T,0.1059968
0,-2.503501508,3221,100,31,OLAP100,PDX405T,0.08179808
6,-1.932163153,3221,100,31,OLAP100,PDX405T,0.08179808
8,-1.454587592,3221,100,31,OLAP100,PDX405T,0.08179808
12,-1.949061068,3221,100,31,OLAP100,PDX405T,0.08179808
15,-2.577965542,3221,100,31,OLAP100,PDX405T,0.08179808
19,-3.072416361,3221,100,31,OLAP100,PDX405T,0.08179808
22,-3.779129816,3221,100,31,OLAP100,PDX405T,0.08179808
25,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
28,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
32,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
39,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
42,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
47,-4.695147411,3221,100,31,OLAP100,PDX405T,0.08179808
50,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
53,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
58,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
61,-5.482240205,3221,100,31,OLAP100,PDX405T,0.08179808
0,-2.804821047,3222,100,31,OLAP100,PDX405T,0.0605176
6,-2.155479054,3222,100,31,OLAP100,PDX405T,0.0605176
8,-2.250078036,3222,100,31,OLAP100,PDX405T,0.0605176
12,-2.713565382,3222,100,31,OLAP100,PDX405T,0.0605176
15,-3.453434279,3222,100,31,OLAP100,PDX405T,0.0605176
19,-3.140374304,3222,100,31,OLAP100,PDX405T,0.0605176
22,-4.26584488,3222,100,31,OLAP100,PDX405T,0.0605176
25,-5.482240205,3222,100,31,OLAP100,PDX405T,0.0605176
28,-5.482240205,3222,100,31,OLAP100,PDX405T,0.0605176
32,-5.482240205,3222,100,31,OLAP100,PDX405T,0.0605176
39,-5.482240205,3222,100,31,OLAP100,PDX405T,0.0605176
0,-2.275598918,3225,100,31,OLAP100,PDX405T,0.10273536
6,-1.39539872,3225,100,31,OLAP100,PDX405T,0.10273536
8,-1.050828345,3225,100,31,OLAP100,PDX405T,0.10273536
12,-1.067407618,3225,100,31,OLAP100,PDX405T,0.10273536
15,-1.671286934,3225,100,31,OLAP100,PDX405T,0.10273536
19,-1.796327647,3225,100,31,OLAP100,PDX405T,0.10273536
22,-2.031062891,3225,100,31,OLAP100,PDX405T,0.10273536
25,-1.897680142,3225,100,31,OLAP100,PDX405T,0.10273536
28,-2.577965542,3225,100,31,OLAP100,PDX405T,0.10273536
32,-3.084344932,3225,100,31,OLAP100,PDX405T,0.10273536
39,-3.365623309,3225,100,31,OLAP100,PDX405T,0.10273536
42,-3.402798663,3225,100,31,OLAP100,PDX405T,0.10273536
47,-3.913207707,3225,100,31,OLAP100,PDX405T,0.10273536
50,-4.796873211,3225,100,31,OLAP100,PDX405T,0.10273536
53,-4.151326427,3225,100,31,OLAP100,PDX405T,0.10273536
58,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
61,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
68,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
75,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
82,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
89,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
96,-4.26584488,3225,100,31,OLAP100,PDX405T,0.10273536
103,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
110,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
117,-5.482240205,3225,100,31,OLAP100,PDX405T,0.10273536
128,-4.510467463,3225,100,31,OLAP100,PDX405T,0.10273536
0,-3.213651495,3226,100,31,OLAP100,PDX405T,0.04020952
6,-2.962006631,3226,100,31,OLAP100,PDX405T,0.04020952
8,-2.305797046,3226,100,31,OLAP100,PDX405T,0.04020952
12,-2.660444738,3226,100,31,OLAP100,PDX405T,0.04020952
15,-3.179655112,3226,100,31,OLAP100,PDX405T,0.04020952
19,-3.171091881,3226,100,31,OLAP100,PDX405T,0.04020952
22,-3.849085766,3226,100,31,OLAP100,PDX405T,0.04020952
25,-3.638837502,3226,100,31,OLAP100,PDX405T,0.04020952
28,-4.167475412,3226,100,31,OLAP100,PDX405T,0.04020952
32,-5.482240205,3226,100,31,OLAP100,PDX405T,0.04020952
39,-5.482240205,3226,100,31,OLAP100,PDX405T,0.04020952
42,-5.482240205,3226,100,31,OLAP100,PDX405T,0.04020952
47,-5.482240205,3226,100,31,OLAP100,PDX405T,0.04020952
0,-3.691481236,3227,100,31,OLAP100,PDX405T,0.02493504
7,-3.817272982,3227,100,31,OLAP100,PDX405T,0.02493504
22,-3.418959804,3227,100,31,OLAP100,PDX405T,0.02493504
29,-3.232897673,3227,100,31,OLAP100,PDX405T,0.02493504
36,-2.30785978,3227,100,31,OLAP100,PDX405T,0.02493504
42,-2.591451867,3227,100,31,OLAP100,PDX405T,0.02493504
45,-2.155479054,3227,100,31,OLAP100,PDX405T,0.02493504
49,-1.690603934,3227,100,31,OLAP100,PDX405T,0.02493504
52,-1.708100907,3227,100,31,OLAP100,PDX405T,0.02493504
56,-1.440011644,3227,100,31,OLAP100,PDX405T,0.02493504
59,-1.345824429,3227,100,31,OLAP100,PDX405T,0.02493504
63,-1.249721917,3227,100,31,OLAP100,PDX405T,0.02493504
66,-0.895106706,3227,100,31,OLAP100,PDX405T,0.02493504
71,-1.151506864,3227,100,31,OLAP100,PDX405T,0.02493504
73,-0.643976137,3227,100,31,OLAP100,PDX405T,0.02493504
77,-0.942500938,3227,100,31,OLAP100,PDX405T,0.02493504
80,-0.810033059,3227,100,31,OLAP100,PDX405T,0.02493504
88,-0.79698885,3227,100,31,OLAP100,PDX405T,0.02493504
90,-0.686780292,3227,100,31,OLAP100,PDX405T,0.02493504
94,-0.423700853,3227,100,31,OLAP100,PDX405T,0.02493504
97,-0.56330362,3227,100,31,OLAP100,PDX405T,0.02493504
101,-0.448806774,3227,100,31,OLAP100,PDX405T,0.02493504
105,-0.290528573,3227,100,31,OLAP100,PDX405T,0.02493504
109,-0.193019084,3227,100,31,OLAP100,PDX405T,0.02493504
112,-0.27846294,3227,100,31,OLAP100,PDX405T,0.02493504
116,0.099845335,3227,100,31,OLAP100,PDX405T,0.02493504
119,0.023283894,3227,100,31,OLAP100,PDX405T,0.02493504
0,-3.159852484,3229,100,31,OLAP100,PDX405T,0.042432
2,-1.943624204,3229,100,31,OLAP100,PDX405T,0.042432
6,-1.858459429,3229,100,31,OLAP100,PDX405T,0.042432
9,-2.136132789,3229,100,31,OLAP100,PDX405T,0.042432
13,-2.072033529,3229,100,31,OLAP100,PDX405T,0.042432
16,-2.385718472,3229,100,31,OLAP100,PDX405T,0.042432
19,-2.272460626,3229,100,31,OLAP100,PDX405T,0.042432
22,-3.187435299,3229,100,31,OLAP100,PDX405T,0.042432
26,-4.041457658,3229,100,31,OLAP100,PDX405T,0.042432
33,-4.26584488,3229,100,31,OLAP100,PDX405T,0.042432
36,-5.482240205,3229,100,31,OLAP100,PDX405T,0.042432
0,-2.386278055,3230,100,31,OLAP100,PDX405T,0.09197136
2,-2.484135747,3230,100,31,OLAP100,PDX405T,0.09197136
6,-2.163826785,3230,100,31,OLAP100,PDX405T,0.09197136
9,-2.124707396,3230,100,31,OLAP100,PDX405T,0.09197136
13,-1.753755496,3230,100,31,OLAP100,PDX405T,0.09197136
16,-1.557784803,3230,100,31,OLAP100,PDX405T,0.09197136
19,-1.752728774,3230,100,31,OLAP100,PDX405T,0.09197136
22,-2.056285172,3230,100,31,OLAP100,PDX405T,0.09197136
26,-2.733368009,3230,100,31,OLAP100,PDX405T,0.09197136
33,-3.480692639,3230,100,31,OLAP100,PDX405T,0.09197136
36,-3.890355452,3230,100,31,OLAP100,PDX405T,0.09197136
0,-2.857118817,3231,100,31,OLAP100,PDX405T,0.057434
5,-5.482240205,3231,100,31,OLAP100,PDX405T,0.057434
7,-3.035013789,3231,100,31,OLAP100,PDX405T,0.057434
11,-3.638837502,3231,100,31,OLAP100,PDX405T,0.057434
14,-2.408066505,3231,100,31,OLAP100,PDX405T,0.057434
22,-2.694147296,3231,100,31,OLAP100,PDX405T,0.057434
24,-2.354465928,3231,100,31,OLAP100,PDX405T,0.057434
28,-1.971023178,3231,100,31,OLAP100,PDX405T,0.057434
31,-2.362256969,3231,100,31,OLAP100,PDX405T,0.057434
35,-2.666591993,3231,100,31,OLAP100,PDX405T,0.057434
39,-2.512306624,3231,100,31,OLAP100,PDX405T,0.057434
43,-1.963259787,3231,100,31,OLAP100,PDX405T,0.057434
46,-1.776857064,3231,100,31,OLAP100,PDX405T,0.057434
50,-1.620852815,3231,100,31,OLAP100,PDX405T,0.057434
53,-1.63597246,3231,100,31,OLAP100,PDX405T,0.057434
57,-1.320891414,3231,100,31,OLAP100,PDX405T,0.057434
60,-1.270966675,3231,100,31,OLAP100,PDX405T,0.057434
64,-1.366982521,3231,100,31,OLAP100,PDX405T,0.057434
67,-1.505638054,3231,100,31,OLAP100,PDX405T,0.057434
0,-2.691604378,3232,100,31,OLAP100,PDX405T,0.06777212
2,-2.900131227,3232,100,31,OLAP100,PDX405T,0.06777212
6,-5.482240205,3232,100,31,OLAP100,PDX405T,0.06777212
9,-3.556678546,3232,100,31,OLAP100,PDX405T,0.06777212
17,-5.482240205,3232,100,31,OLAP100,PDX405T,0.06777212
19,-3.082074783,3232,100,31,OLAP100,PDX405T,0.06777212
23,-3.179655112,3232,100,31,OLAP100,PDX405T,0.06777212
26,-3.428741666,3232,100,31,OLAP100,PDX405T,0.06777212
30,-3.358124099,3232,100,31,OLAP100,PDX405T,0.06777212
34,-2.984911035,3232,100,31,OLAP100,PDX405T,0.06777212
38,-3.094395268,3232,100,31,OLAP100,PDX405T,0.06777212
41,-3.2822417,3232,100,31,OLAP100,PDX405T,0.06777212
45,-3.116868124,3232,100,31,OLAP100,PDX405T,0.06777212
48,-2.91899422,3232,100,31,OLAP100,PDX405T,0.06777212
52,-5.482240205,3232,100,31,OLAP100,PDX405T,0.06777212
55,-3.096889192,3232,100,31,OLAP100,PDX405T,0.06777212
59,-3.75315433,3232,100,31,OLAP100,PDX405T,0.06777212
62,-3.53070306,3232,100,31,OLAP100,PDX405T,0.06777212
0,-2.920333934,3233,100,31,OLAP100,PDX405T,0.05391568
2,-3.005964444,3233,100,31,OLAP100,PDX405T,0.05391568
6,-3.817272982,3233,100,31,OLAP100,PDX405T,0.05391568
9,-3.354008499,3233,100,31,OLAP100,PDX405T,0.05391568
17,-3.779129816,3233,100,31,OLAP100,PDX405T,0.05391568
19,-3.118395397,3233,100,31,OLAP100,PDX405T,0.05391568
23,-2.742344175,3233,100,31,OLAP100,PDX405T,0.05391568
26,-2.656406968,3233,100,31,OLAP100,PDX405T,0.05391568
30,-2.153613516,3233,100,31,OLAP100,PDX405T,0.05391568
34,-2.153613516,3233,100,31,OLAP100,PDX405T,0.05391568
38,-2.040780985,3233,100,31,OLAP100,PDX405T,0.05391568
41,-2.058034555,3233,100,31,OLAP100,PDX405T,0.05391568
45,-1.337178764,3233,100,31,OLAP100,PDX405T,0.05391568
48,-1.214630597,3233,100,31,OLAP100,PDX405T,0.05391568
52,-0.860943257,3233,100,31,OLAP100,PDX405T,0.05391568
55,-0.873007034,3233,100,31,OLAP100,PDX405T,0.05391568
59,-0.46042761,3233,100,31,OLAP100,PDX405T,0.05391568
62,-0.191703025,3233,100,31,OLAP100,PDX405T,0.05391568
0,-2.8803286,3234,100,31,OLAP100,PDX405T,0.05611632
5,-5.482240205,3234,100,31,OLAP100,PDX405T,0.05611632
7,-5.482240205,3234,100,31,OLAP100,PDX405T,0.05611632
11,-5.482240205,3234,100,31,OLAP100,PDX405T,0.05611632
14,-3.446717897,3234,100,31,OLAP100,PDX405T,0.05611632
22,-3.18715819,3234,100,31,OLAP100,PDX405T,0.05611632
24,-2.780157775,3234,100,31,OLAP100,PDX405T,0.05611632
28,-2.930765844,3234,100,31,OLAP100,PDX405T,0.05611632
31,-2.396895772,3234,100,31,OLAP100,PDX405T,0.05611632
35,-2.370326177,3234,100,31,OLAP100,PDX405T,0.05611632
39,-2.223759125,3234,100,31,OLAP100,PDX405T,0.05611632
43,-2.163134503,3234,100,31,OLAP100,PDX405T,0.05611632
46,-1.87121419,3234,100,31,OLAP100,PDX405T,0.05611632
50,-1.818986298,3234,100,31,OLAP100,PDX405T,0.05611632
53,-1.609998069,3234,100,31,OLAP100,PDX405T,0.05611632
57,-1.357326024,3234,100,31,OLAP100,PDX405T,0.05611632
60,-1.07229598,3234,100,31,OLAP100,PDX405T,0.05611632
64,-1.151776638,3234,100,31,OLAP100,PDX405T,0.05611632
67,-0.977805137,3234,100,31,OLAP100,PDX405T,0.05611632
0,-4.26584488,3235,100,31,OLAP100,PDX405T,0.01404
2,-3.636683287,3235,100,31,OLAP100,PDX405T,0.01404
6,-3.241530515,3235,100,31,OLAP100,PDX405T,0.01404
9,-4.170534701,3235,100,31,OLAP100,PDX405T,0.01404
17,-3.558721746,3235,100,31,OLAP100,PDX405T,0.01404
19,-2.599900619,3235,100,31,OLAP100,PDX405T,0.01404
23,-3.478752087,3235,100,31,OLAP100,PDX405T,0.01404
26,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
30,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
34,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
38,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
41,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
45,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
48,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
52,-4.140681737,3235,100,31,OLAP100,PDX405T,0.01404
55,-5.482240205,3235,100,31,OLAP100,PDX405T,0.01404
59,-3.787542448,3235,100,31,OLAP100,PDX405T,0.01404
62,-3.921073841,3235,100,31,OLAP100,PDX405T,0.01404
0,-2.855833993,3236,100,31,OLAP100,PDX405T,0.05750784
5,-5.482240205,3236,100,31,OLAP100,PDX405T,0.05750784
7,-5.482240205,3236,100,31,OLAP100,PDX405T,0.05750784
11,-3.574551268,3236,100,31,OLAP100,PDX405T,0.05750784
14,-3.751315015,3236,100,31,OLAP100,PDX405T,0.05750784
22,-3.37810605,3236,100,31,OLAP100,PDX405T,0.05750784
24,-3.121386204,3236,100,31,OLAP100,PDX405T,0.05750784
28,-2.734616788,3236,100,31,OLAP100,PDX405T,0.05750784
31,-2.455736272,3236,100,31,OLAP100,PDX405T,0.05750784
35,-2.265115913,3236,100,31,OLAP100,PDX405T,0.05750784
39,-2.538623932,3236,100,31,OLAP100,PDX405T,0.05750784
43,-1.837691498,3236,100,31,OLAP100,PDX405T,0.05750784
46,-1.805038041,3236,100,31,OLAP100,PDX405T,0.05750784
50,-1.745904809,3236,100,31,OLAP100,PDX405T,0.05750784
53,-1.657203122,3236,100,31,OLAP100,PDX405T,0.05750784
57,-1.264261241,3236,100,31,OLAP100,PDX405T,0.05750784
60,-1.162514596,3236,100,31,OLAP100,PDX405T,0.05750784
64,-1.213732273,3236,100,31,OLAP100,PDX405T,0.05750784
67,-1.115763534,3236,100,31,OLAP100,PDX405T,0.05750784
0,-2.91899422,3237,100,31,OLAP100,PDX405T,0.05398796
14,-3.049449556,3237,100,31,OLAP100,PDX405T,0.05398796
20,-2.733368009,3237,100,31,OLAP100,PDX405T,0.05398796
23,-2.733368009,3237,100,31,OLAP100,PDX405T,0.05398796
27,-2.186403339,3237,100,31,OLAP100,PDX405T,0.05398796
30,-2.186403339,3237,100,31,OLAP100,PDX405T,0.05398796
34,-1.723951299,3237,100,31,OLAP100,PDX405T,0.05398796
38,-1.323357121,3237,100,31,OLAP100,PDX405T,0.05398796
41,-0.624075475,3237,100,31,OLAP100,PDX405T,0.05398796
44,-0.756513056,3237,100,31,OLAP100,PDX405T,0.05398796
51,-0.820689685,3237,100,31,OLAP100,PDX405T,0.05398796
58,-0.771899521,3237,100,31,OLAP100,PDX405T,0.05398796
65,-0.707722892,3237,100,31,OLAP100,PDX405T,0.05398796
71,-0.707722892,3237,100,31,OLAP100,PDX405T,0.05398796
77,-0.735570456,3237,100,31,OLAP100,PDX405T,0.05398796
80,-1.323357121,3237,100,31,OLAP100,PDX405T,0.05398796
92,-5.482240205,3237,100,31,OLAP100,PDX405T,0.05398796
105,-5.482240205,3237,100,31,OLAP100,PDX405T,0.05398796
122,-5.482240205,3237,100,31,OLAP100,PDX405T,0.05398796
127,-5.482240205,3237,100,31,OLAP100,PDX405T,0.05398796
142,-5.482240205,3237,100,31,OLAP100,PDX405T,0.05398796
149,-5.482240205,3237,100,31,OLAP100,PDX405T,0.05398796
156,-4.26584488,3237,100,31,OLAP100,PDX405T,0.05398796
163,-4.26584488,3237,100,31,OLAP100,PDX405T,0.05398796
170,-4.26584488,3237,100,31,OLAP100,PDX405T,0.05398796
177,-5.482240205,3237,100,31,OLAP100,PDX405T,0.05398796
0,-3.049449556,3238,100,31,OLAP100,PDX405T,0.047385
14,-2.773773424,3238,100,31,OLAP100,PDX405T,0.047385
20,-3.402798663,3238,100,31,OLAP100,PDX405T,0.047385
23,-3.402798663,3238,100,31,OLAP100,PDX405T,0.047385
27,-2.186403339,3238,100,31,OLAP100,PDX405T,0.047385
30,-2.186403339,3238,100,31,OLAP100,PDX405T,0.047385
34,-1.723951299,3238,100,31,OLAP100,PDX405T,0.047385
38,-1.723951299,3238,100,31,OLAP100,PDX405T,0.047385
41,-1.723951299,3238,100,31,OLAP100,PDX405T,0.047385
44,-2.186403339,3238,100,31,OLAP100,PDX405T,0.047385
51,-3.402798663,3238,100,31,OLAP100,PDX405T,0.047385
92,-5.482240205,3238,100,31,OLAP100,PDX405T,0.047385
105,-5.482240205,3238,100,31,OLAP100,PDX405T,0.047385
122,-5.482240205,3238,100,31,OLAP100,PDX405T,0.047385
127,-5.482240205,3238,100,31,OLAP100,PDX405T,0.047385
142,-5.482240205,3238,100,31,OLAP100,PDX405T,0.047385
149,-5.482240205,3238,100,31,OLAP100,PDX405T,0.047385
156,-4.26584488,3238,100,31,OLAP100,PDX405T,0.047385
163,-4.26584488,3238,100,31,OLAP100,PDX405T,0.047385
170,-4.26584488,3238,100,31,OLAP100,PDX405T,0.047385
177,-5.482240205,3238,100,31,OLAP100,PDX405T,0.047385
0,-1.931007744,3265,100,10,OLAP100,PDX127,0.145002
6,-1.348514686,3265,100,10,OLAP100,PDX127,0.145002
8,-0.840892393,3265,100,10,OLAP100,PDX127,0.145002
12,-0.746562725,3265,100,10,OLAP100,PDX127,0.145002
15,-0.35158438,3265,100,10,OLAP100,PDX127,0.145002
19,-0.202477033,3265,100,10,OLAP100,PDX127,0.145002
22,0.24492671,3265,100,10,OLAP100,PDX127,0.145002
25,0.641294825,3265,100,10,OLAP100,PDX127,0.145002
28,0.554853265,3265,100,10,OLAP100,PDX127,0.145002
0,-0.839552679,3267,100,10,OLAP100,PDX127,0.43190368
6,-0.04111337,3267,100,10,OLAP100,PDX127,0.43190368
8,-0.009364672,3267,100,10,OLAP100,PDX127,0.43190368
12,0.036444864,3267,100,10,OLAP100,PDX127,0.43190368
15,0.063786488,3267,100,10,OLAP100,PDX127,0.43190368
19,0.313446657,3267,100,10,OLAP100,PDX127,0.43190368
22,0.658922625,3267,100,10,OLAP100,PDX127,0.43190368
25,0.618366822,3267,100,10,OLAP100,PDX127,0.43190368
28,0.61577003,3267,100,10,OLAP100,PDX127,0.43190368
0,-2.835214705,3269,100,10,OLAP100,PDX127,0.05870592
2,-1.879102479,3269,100,10,OLAP100,PDX127,0.05870592
6,-2.156053767,3269,100,10,OLAP100,PDX127,0.05870592
9,-1.565727294,3269,100,10,OLAP100,PDX127,0.05870592
13,-1.683735903,3269,100,10,OLAP100,PDX127,0.05870592
16,-1.380113502,3269,100,10,OLAP100,PDX127,0.05870592
19,-1.293189812,3269,100,10,OLAP100,PDX127,0.05870592
22,-1.361570217,3269,100,10,OLAP100,PDX127,0.05870592
0,-2.559616403,3270,100,10,OLAP100,PDX127,0.0773344
2,-1.952488378,3270,100,10,OLAP100,PDX127,0.0773344
6,-1.716246365,3270,100,10,OLAP100,PDX127,0.0773344
9,-1.654958428,3270,100,10,OLAP100,PDX127,0.0773344
13,-1.129787216,3270,100,10,OLAP100,PDX127,0.0773344
16,-0.970008014,3270,100,10,OLAP100,PDX127,0.0773344
19,-0.992354616,3270,100,10,OLAP100,PDX127,0.0773344
22,-0.96290981,3270,100,10,OLAP100,PDX127,0.0773344
0,-2.080255633,3271,100,10,OLAP100,PDX127,0.12489828
2,-1.43049004,3271,100,10,OLAP100,PDX127,0.12489828
6,-0.797879982,3271,100,10,OLAP100,PDX127,0.12489828
9,-0.738187811,3271,100,10,OLAP100,PDX127,0.12489828
13,-0.501870838,3271,100,10,OLAP100,PDX127,0.12489828
16,-0.221916155,3271,100,10,OLAP100,PDX127,0.12489828
19,-0.25558937,3271,100,10,OLAP100,PDX127,0.12489828
22,-0.258336626,3271,100,10,OLAP100,PDX127,0.12489828
0,-3.691481236,3299,100,23,OLAP100,PDX302,0.02493504
5,-3.61001504,3299,100,23,OLAP100,PDX302,0.02493504
7,-3.636683287,3299,100,23,OLAP100,PDX302,0.02493504
11,-4.657407083,3299,100,23,OLAP100,PDX302,0.02493504
14,-5.482240205,3299,100,23,OLAP100,PDX302,0.02493504
18,-5.482240205,3299,100,23,OLAP100,PDX302,0.02493504
21,-5.482240205,3299,100,23,OLAP100,PDX302,0.02493504
24,-5.482240205,3299,100,23,OLAP100,PDX302,0.02493504
0,-2.734616788,3300,100,23,OLAP100,PDX302,0.06491888
5,-3.184353632,3300,100,23,OLAP100,PDX302,0.06491888
7,-3.153256638,3300,100,23,OLAP100,PDX302,0.06491888
11,-4.067358387,3300,100,23,OLAP100,PDX302,0.06491888
14,-5.433450041,3300,100,23,OLAP100,PDX302,0.06491888
18,-5.482240205,3300,100,23,OLAP100,PDX302,0.06491888
21,-5.482240205,3300,100,23,OLAP100,PDX302,0.06491888
24,-5.482240205,3300,100,23,OLAP100,PDX302,0.06491888
28,-5.482240205,3300,100,23,OLAP100,PDX302,0.06491888
0,-2.004081782,3301,100,23,OLAP100,PDX302,0.134784
5,-1.938502136,3301,100,23,OLAP100,PDX302,0.134784
7,-2.408066505,3301,100,23,OLAP100,PDX302,0.134784
11,-3.143950187,3301,100,23,OLAP100,PDX302,0.134784
14,-3.636683287,3301,100,23,OLAP100,PDX302,0.134784
18,-5.482240205,3301,100,23,OLAP100,PDX302,0.134784
21,-5.482240205,3301,100,23,OLAP100,PDX302,0.134784
24,-5.482240205,3301,100,23,OLAP100,PDX302,0.134784
28,-5.482240205,3301,100,23,OLAP100,PDX302,0.134784
0,-1.871362833,3302,100,23,OLAP100,PDX302,0.15391376
5,-1.772516999,3302,100,23,OLAP100,PDX302,0.15391376
7,-2.004081782,3302,100,23,OLAP100,PDX302,0.15391376
11,-2.855833993,3302,100,23,OLAP100,PDX302,0.15391376
14,-3.556678546,3302,100,23,OLAP100,PDX302,0.15391376
18,-3.558721746,3302,100,23,OLAP100,PDX302,0.15391376
21,-5.482240205,3302,100,23,OLAP100,PDX302,0.15391376
24,-3.74782299,3302,100,23,OLAP100,PDX302,0.15391376
28,-5.482240205,3302,100,23,OLAP100,PDX302,0.15391376
35,-5.482240205,3302,100,23,OLAP100,PDX302,0.15391376
38,-5.482240205,3302,100,23,OLAP100,PDX302,0.15391376
43,-5.482240205,3302,100,23,OLAP100,PDX302,0.15391376
0,-3.330478001,3303,100,23,OLAP100,PDX302,0.035776
2,-2.322891479,3303,100,23,OLAP100,PDX302,0.035776
6,-2.940953221,3303,100,23,OLAP100,PDX302,0.035776
9,-3.691481236,3303,100,23,OLAP100,PDX302,0.035776
13,-4.104955055,3303,100,23,OLAP100,PDX302,0.035776
16,-5.482240205,3303,100,23,OLAP100,PDX302,0.035776
19,-5.482240205,3303,100,23,OLAP100,PDX302,0.035776
23,-5.482240205,3303,100,23,OLAP100,PDX302,0.035776
30,-5.482240205,3303,100,23,OLAP100,PDX302,0.035776
0,-2.654542041,3304,100,23,OLAP100,PDX302,0.07033104
2,-1.79737191,3304,100,23,OLAP100,PDX302,0.07033104
6,-2.056285172,3304,100,23,OLAP100,PDX302,0.07033104
9,-2.795209371,3304,100,23,OLAP100,PDX302,0.07033104
13,-3.328720825,3304,100,23,OLAP100,PDX302,0.07033104
16,-3.927047307,3304,100,23,OLAP100,PDX302,0.07033104
19,-3.892902964,3304,100,23,OLAP100,PDX302,0.07033104
23,-4.581926427,3304,100,23,OLAP100,PDX302,0.07033104
30,-5.482240205,3304,100,23,OLAP100,PDX302,0.07033104
33,-5.482240205,3304,100,23,OLAP100,PDX302,0.07033104
38,-5.482240205,3304,100,23,OLAP100,PDX302,0.07033104
41,-5.482240205,3304,100,23,OLAP100,PDX302,0.07033104
0,-1.946275216,3353,100,18,OLAP100,PDX252,0.142805
3,-1.900472799,3353,100,18,OLAP100,PDX252,0.142805
10,-1.946275216,3353,100,18,OLAP100,PDX252,0.142805
14,-1.946275216,3353,100,18,OLAP100,PDX252,0.142805
21,-2.340283222,3353,100,18,OLAP100,PDX252,0.142805
25,-1.855359167,3353,100,18,OLAP100,PDX252,0.142805
30,-1.639438668,3353,100,18,OLAP100,PDX252,0.142805
35,-1.81091391,3353,100,18,OLAP100,PDX252,0.142805
38,-1.723951299,3353,100,18,OLAP100,PDX252,0.142805
42,-1.477751972,3353,100,18,OLAP100,PDX252,0.142805
46,-1.590419907,3353,100,18,OLAP100,PDX252,0.142805
49,-1.516972685,3353,100,18,OLAP100,PDX252,0.142805
52,-1.516972685,3353,100,18,OLAP100,PDX252,0.142805
55,-1.037426582,3353,100,18,OLAP100,PDX252,0.142805
58,-1.415620191,3353,100,18,OLAP100,PDX252,0.142805
62,-1.472636871,3353,100,18,OLAP100,PDX252,0.142805
65,-1.2627325,3353,100,18,OLAP100,PDX252,0.142805
69,-1.141483256,3353,100,18,OLAP100,PDX252,0.142805
72,-1.286089561,3353,100,18,OLAP100,PDX252,0.142805
76,-0.807806351,3353,100,18,OLAP100,PDX252,0.142805
79,-0.807806351,3353,100,18,OLAP100,PDX252,0.142805
84,-0.653926467,3353,100,18,OLAP100,PDX252,0.142805
