TIME,DV,ID,DOSE,MODEL,Treatment,SAMPLE_ID,V0
0,-1.946275216,12,50,2,OLAP50,PDX060,0.142805
3,-1.518099245,12,50,2,OLAP50,PDX060,0.142805
8,-1.298664509,12,50,2,OLAP50,PDX060,0.142805
12,-0.558616288,12,50,2,OLAP50,PDX060,0.142805
16,-0.382392832,12,50,2,OLAP50,PDX060,0.142805
20,-0.039814377,12,50,2,OLAP50,PDX060,0.142805
24,-0.21644603,12,50,2,OLAP50,PDX060,0.142805
28,-0.864647499,12,50,2,OLAP50,PDX060,0.142805
31,-1.323357121,12,50,2,OLAP50,PDX060,0.142805
0,-1.723951299,13,50,2,OLAP50,PDX060,0.17836
3,-1.176986629,13,50,2,OLAP50,PDX060,0.17836
8,-1.176986629,13,50,2,OLAP50,PDX060,0.17836
12,-0.74530409,13,50,2,OLAP50,PDX060,0.17836
16,-0.297791669,13,50,2,OLAP50,PDX060,0.17836
20,-0.073834889,13,50,2,OLAP50,PDX060,0.17836
24,-0.204125545,13,50,2,OLAP50,PDX060,0.17836
28,-0.186347651,13,50,2,OLAP50,PDX060,0.17836
31,0.047947424,13,50,2,OLAP50,PDX060,0.17836
35,0.191136755,13,50,2,OLAP50,PDX060,0.17836
0,-1.399310545,15,50,2,OLAP50,PDX060,0.24676704
3,-1.43802076,15,50,2,OLAP50,PDX060,0.24676704
8,-0.978964326,15,50,2,OLAP50,PDX060,0.24676704
12,-0.625630598,15,50,2,OLAP50,PDX060,0.24676704
16,-0.617639862,15,50,2,OLAP50,PDX060,0.24676704
20,-0.10527052,15,50,2,OLAP50,PDX060,0.24676704
24,0.083742734,15,50,2,OLAP50,PDX060,0.24676704
0,-2.44743747,16,50,2,OLAP50,PDX060,0.086515
3,-2.44743747,16,50,2,OLAP50,PDX060,0.086515
8,-2.602339747,16,50,2,OLAP50,PDX060,0.086515
12,-1.900472799,16,50,2,OLAP50,PDX060,0.086515
16,-2.136815433,16,50,2,OLAP50,PDX060,0.086515
20,-1.323357121,16,50,2,OLAP50,PDX060,0.086515
24,-1.323357121,16,50,2,OLAP50,PDX060,0.086515
0,-2.733368009,17,50,2,OLAP50,PDX060,0.065
4,-1.625645346,17,50,2,OLAP50,PDX060,0.065
8,-1.723951299,17,50,2,OLAP50,PDX060,0.065
12,-1.237157923,17,50,2,OLAP50,PDX060,0.065
15,-1.071712669,17,50,2,OLAP50,PDX060,0.065
19,-1.298664509,17,50,2,OLAP50,PDX060,0.065
0,-2.186403339,20,50,2,OLAP50,PDX060,0.11232
4,-2.44743747,20,50,2,OLAP50,PDX060,0.11232
7,-2.186403339,20,50,2,OLAP50,PDX060,0.11232
11,-2.186403339,20,50,2,OLAP50,PDX060,0.11232
14,-2.186403339,20,50,2,OLAP50,PDX060,0.11232
17,-2.153613516,20,50,2,OLAP50,PDX060,0.11232
20,-1.723951299,20,50,2,OLAP50,PDX060,0.11232
23,-1.723951299,20,50,2,OLAP50,PDX060,0.11232
28,-1.639438668,20,50,2,OLAP50,PDX060,0.11232
30,-2.186403339,20,50,2,OLAP50,PDX060,0.11232
34,-1.946275216,20,50,2,OLAP50,PDX060,0.11232
36,-1.654958428,20,50,2,OLAP50,PDX060,0.11232
41,-1.205574086,20,50,2,OLAP50,PDX060,0.11232
44,-0.930174162,20,50,2,OLAP50,PDX060,0.11232
48,-0.807806351,20,50,2,OLAP50,PDX060,0.11232
0,-2.186403339,21,100,2,OLAP100,PDX060,0.11232
3,-1.843996367,21,100,2,OLAP100,PDX060,0.11232
8,-1.695780422,21,100,2,OLAP100,PDX060,0.11232
12,-1.399310545,21,100,2,OLAP100,PDX060,0.11232
16,-0.970008014,21,100,2,OLAP100,PDX060,0.11232
20,-0.594518586,21,100,2,OLAP100,PDX060,0.11232
24,-0.619534703,21,100,2,OLAP100,PDX060,0.11232
0,-2.136815433,22,100,2,OLAP100,PDX060,0.11803012
3,-1.141483256,22,100,2,OLAP100,PDX060,0.11803012
8,-1.323357121,22,100,2,OLAP100,PDX060,0.11803012
12,-0.313940411,22,100,2,OLAP100,PDX060,0.11803012
16,-0.208666452,22,100,2,OLAP100,PDX060,0.11803012
20,0.05125995,22,100,2,OLAP100,PDX060,0.11803012
24,0.207274298,22,100,2,OLAP100,PDX060,0.11803012
0,-2.44743747,23,100,2,OLAP100,PDX060,0.086515
5,-2.340283222,23,100,2,OLAP100,PDX060,0.086515
9,-2.186403339,23,100,2,OLAP100,PDX060,0.086515
13,-1.516972685,23,100,2,OLAP100,PDX060,0.086515
17,-1.723951299,23,100,2,OLAP100,PDX060,0.086515
21,-1.323357121,23,100,2,OLAP100,PDX060,0.086515
0,-2.186403339,24,100,2,OLAP100,PDX060,0.11232
3,-1.723951299,24,100,2,OLAP100,PDX060,0.11232
8,-1.376495868,24,100,2,OLAP100,PDX060,0.11232
12,-0.970008014,24,100,2,OLAP100,PDX060,0.11232
16,-0.684077475,24,100,2,OLAP100,PDX060,0.11232
20,-0.106961797,24,100,2,OLAP100,PDX060,0.11232
24,-0.112038318,24,100,2,OLAP100,PDX060,0.11232
0,-2.186403339,26,100,2,OLAP100,PDX060,0.11232
3,-2.288107994,26,100,2,OLAP100,PDX060,0.11232
8,-2.186403339,26,100,2,OLAP100,PDX060,0.11232
12,-2.186403339,26,100,2,OLAP100,PDX060,0.11232
16,-0.970008014,26,100,2,OLAP100,PDX060,0.11232
20,-0.653926467,26,100,2,OLAP100,PDX060,0.11232
24,-0.595657559,26,100,2,OLAP100,PDX060,0.11232
0,-0.874697835,27,100,2,OLAP100,PDX060,0.416988
4,-0.726954254,27,100,2,OLAP100,PDX060,0.416988
8,-0.496922719,27,100,2,OLAP100,PDX060,0.416988
0,-1.686616193,28,100,2,OLAP100,PDX060,0.18514496
4,-1.156188861,28,100,2,OLAP100,PDX060,0.18514496
8,-0.895106706,28,100,2,OLAP100,PDX060,0.18514496
0,-4.26584488,29,100,2,OLAP100,PDX060,0.01404
4,-4.26584488,29,100,2,OLAP100,PDX060,0.01404
7,-5.482240205,29,100,2,OLAP100,PDX060,0.01404
10,-4.26584488,29,100,2,OLAP100,PDX060,0.01404
0,-1.946275216,30,100,2,OLAP100,PDX060,0.142805
4,-2.44743747,30,100,2,OLAP100,PDX060,0.142805
7,-2.44743747,30,100,2,OLAP100,PDX060,0.142805
11,-2.44743747,30,100,2,OLAP100,PDX060,0.142805
14,-1.946275216,30,100,2,OLAP100,PDX060,0.142805
17,-1.723951299,30,100,2,OLAP100,PDX060,0.142805
20,-1.639438668,30,100,2,OLAP100,PDX060,0.142805
23,-1.639438668,30,100,2,OLAP100,PDX060,0.142805
28,-1.323357121,30,100,2,OLAP100,PDX060,0.142805
30,-1.855359167,30,100,2,OLAP100,PDX060,0.142805
0,-1.946275216,109,50,2,OLAP50,PDX060,0.142805
2,-3.402798663,109,50,2,OLAP50,PDX060,0.142805
5,-1.723951299,109,50,2,OLAP50,PDX060,0.142805
8,-1.516972685,109,50,2,OLAP50,PDX060,0.142805
12,-1.298664509,109,50,2,OLAP50,PDX060,0.142805
16,-0.776715763,109,50,2,OLAP50,PDX060,0.142805
20,-0.807806351,109,50,2,OLAP50,PDX060,0.142805
0,-1.946275216,110,50,2,OLAP50,PDX060,0.142805
2,-2.186403339,110,50,2,OLAP50,PDX060,0.142805
5,-1.323357121,110,50,2,OLAP50,PDX060,0.142805
8,-1.516972685,110,50,2,OLAP50,PDX060,0.142805
12,-0.771899521,110,50,2,OLAP50,PDX060,0.142805
16,-0.341088475,110,50,2,OLAP50,PDX060,0.142805
20,0.107171375,110,50,2,OLAP50,PDX060,0.142805
0,-1.477751972,111,50,2,OLAP50,PDX060,0.22815
2,-2.186403339,111,50,2,OLAP50,PDX060,0.22815
5,-1.130672778,111,50,2,OLAP50,PDX060,0.22815
8,-0.90959321,111,50,2,OLAP50,PDX060,0.22815
12,-0.857435298,111,50,2,OLAP50,PDX060,0.22815
16,-0.500992528,111,50,2,OLAP50,PDX060,0.22815
20,-0.289352801,111,50,2,OLAP50,PDX060,0.22815
0,-1.900472799,112,50,2,OLAP50,PDX060,0.14949792
2,-2.186403339,112,50,2,OLAP50,PDX060,0.14949792
5,-1.723951299,112,50,2,OLAP50,PDX060,0.14949792
8,-1.477237005,112,50,2,OLAP50,PDX060,0.14949792
12,-1.071712669,112,50,2,OLAP50,PDX060,0.14949792
16,-0.807806351,112,50,2,OLAP50,PDX060,0.14949792
20,-0.807806351,112,50,2,OLAP50,PDX060,0.14949792
0,-2.393381953,113,50,2,OLAP50,PDX060,0.09132032
2,-4.26584488,113,50,2,OLAP50,PDX060,0.09132032
5,-1.900472799,113,50,2,OLAP50,PDX060,0.09132032
8,-1.81091391,113,50,2,OLAP50,PDX060,0.09132032
12,-1.681397394,113,50,2,OLAP50,PDX060,0.09132032
16,-1.450196669,113,50,2,OLAP50,PDX060,0.09132032
20,-1.43802076,113,50,2,OLAP50,PDX060,0.09132032
0,-4.26584488,114,50,2,OLAP50,PDX060,0.01404
2,-4.26584488,114,50,2,OLAP50,PDX060,0.01404
5,-2.33107807,114,50,2,OLAP50,PDX060,0.01404
8,-2.733368009,114,50,2,OLAP50,PDX060,0.01404
12,-2.136815433,114,50,2,OLAP50,PDX060,0.01404
16,-1.639438668,114,50,2,OLAP50,PDX060,0.01404
20,-1.723951299,114,50,2,OLAP50,PDX060,0.01404
0,-1.557241746,115,50,2,OLAP50,PDX060,0.21071648
2,-2.136815433,115,50,2,OLAP50,PDX060,0.21071648
5,-1.205574086,115,50,2,OLAP50,PDX060,0.21071648
8,-0.915940793,115,50,2,OLAP50,PDX060,0.21071648
12,-0.488412029,115,50,2,OLAP50,PDX060,0.21071648
16,-0.21644603,115,50,2,OLAP50,PDX060,0.21071648
20,-0.07429799,115,50,2,OLAP50,PDX060,0.21071648
0,-2.08803387,116,50,2,OLAP50,PDX060,0.12393056
2,-2.983512836,116,50,2,OLAP50,PDX060,0.12393056
5,-2.638057829,116,50,2,OLAP50,PDX060,0.12393056
8,-1.855359167,116,50,2,OLAP50,PDX060,0.12393056
12,-1.477751972,116,50,2,OLAP50,PDX060,0.12393056
16,-1.323357121,116,50,2,OLAP50,PDX060,0.12393056
20,-1.141483256,116,50,2,OLAP50,PDX060,0.12393056
0,-2.733368009,117,50,2,OLAP50,PDX060,0.065
2,-3.402798663,117,50,2,OLAP50,PDX060,0.065
5,-2.44743747,117,50,2,OLAP50,PDX060,0.065
8,-1.855359167,117,50,2,OLAP50,PDX060,0.065
12,-2.340283222,117,50,2,OLAP50,PDX060,0.065
16,-0.970008014,117,50,2,OLAP50,PDX060,0.065
20,-0.507555975,117,50,2,OLAP50,PDX060,0.065
0,-2.44743747,118,50,2,OLAP50,PDX060,0.086515
2,-3.402798663,118,50,2,OLAP50,PDX060,0.086515
5,-2.44743747,118,50,2,OLAP50,PDX060,0.086515
8,-1.855359167,118,50,2,OLAP50,PDX060,0.086515
12,-1.681397394,118,50,2,OLAP50,PDX060,0.086515
16,-1.6819871,118,50,2,OLAP50,PDX060,0.086515
20,-1.723951299,118,50,2,OLAP50,PDX060,0.086515
0,-1.106395137,261,50,10,OLAP50,PDX127,0.33074912
4,-0.90959321,261,50,10,OLAP50,PDX127,0.33074912
8,-0.480174861,261,50,10,OLAP50,PDX127,0.33074912
13,0.128832872,261,50,10,OLAP50,PDX127,0.33074912
16,0.185612801,261,50,10,OLAP50,PDX127,0.33074912
20,0.582177362,261,50,10,OLAP50,PDX127,0.33074912
23,0.614428596,261,50,10,OLAP50,PDX127,0.33074912
27,0.840910142,261,50,10,OLAP50,PDX127,0.33074912
30,1.158452289,261,50,10,OLAP50,PDX127,0.33074912
34,1.336165694,261,50,10,OLAP50,PDX127,0.33074912
0,-1.106395137,264,50,10,OLAP50,PDX127,0.33074912
4,-1.037426582,264,50,10,OLAP50,PDX127,0.33074912
8,-1.325202573,264,50,10,OLAP50,PDX127,0.33074912
13,-1.003527916,264,50,10,OLAP50,PDX127,0.33074912
16,-0.871638546,264,50,10,OLAP50,PDX127,0.33074912
20,-1.141483256,264,50,10,OLAP50,PDX127,0.33074912
23,-1.249279284,264,50,10,OLAP50,PDX127,0.33074912
27,-1.071712669,264,50,10,OLAP50,PDX127,0.33074912
30,-1.249279284,264,50,10,OLAP50,PDX127,0.33074912
34,-0.936858506,264,50,10,OLAP50,PDX127,0.33074912
37,-1.071712669,264,50,10,OLAP50,PDX127,0.33074912
41,-1.361093468,264,50,10,OLAP50,PDX127,0.33074912
43,-0.970008014,264,50,10,OLAP50,PDX127,0.33074912
48,-1.141483256,264,50,10,OLAP50,PDX127,0.33074912
51,-1.323357121,264,50,10,OLAP50,PDX127,0.33074912
0,-1.249279284,265,50,10,OLAP50,PDX127,0.28671136
5,-0.970008014,265,50,10,OLAP50,PDX127,0.28671136
8,-1.598058702,265,50,10,OLAP50,PDX127,0.28671136
12,-1.249279284,265,50,10,OLAP50,PDX127,0.28671136
15,-1.323357121,265,50,10,OLAP50,PDX127,0.28671136
19,-1.273819469,265,50,10,OLAP50,PDX127,0.28671136
22,-1.003527916,265,50,10,OLAP50,PDX127,0.28671136
26,-1.077878918,265,50,10,OLAP50,PDX127,0.28671136
29,-1.037426582,265,50,10,OLAP50,PDX127,0.28671136
33,-0.970008014,265,50,10,OLAP50,PDX127,0.28671136
35,-0.970008014,265,50,10,OLAP50,PDX127,0.28671136
40,-0.970008014,265,50,10,OLAP50,PDX127,0.28671136
43,-1.106395137,265,50,10,OLAP50,PDX127,0.28671136
0,-2.551046452,267,50,10,OLAP50,PDX127,0.078
4,-1.855359167,267,50,10,OLAP50,PDX127,0.078
7,-1.855359167,267,50,10,OLAP50,PDX127,0.078
11,-2.186403339,267,50,10,OLAP50,PDX127,0.078
14,-2.393381953,267,50,10,OLAP50,PDX127,0.078
18,-2.288107994,267,50,10,OLAP50,PDX127,0.078
20,-2.340283222,267,50,10,OLAP50,PDX127,0.078
25,-2.733368009,267,50,10,OLAP50,PDX127,0.078
28,-3.402798663,267,50,10,OLAP50,PDX127,0.078
0,-1.477237005,269,100,10,OLAP100,PDX127,0.22826752
4,-1.801140938,269,100,10,OLAP100,PDX127,0.22826752
8,-1.557241746,269,100,10,OLAP100,PDX127,0.22826752
13,-1.900472799,269,100,10,OLAP100,PDX127,0.22826752
16,-1.639438668,269,100,10,OLAP100,PDX127,0.22826752
20,-2.08803387,269,100,10,OLAP100,PDX127,0.22826752
23,-2.186403339,269,100,10,OLAP100,PDX127,0.22826752
27,-1.767117512,269,100,10,OLAP100,PDX127,0.22826752
30,-1.946275216,269,100,10,OLAP100,PDX127,0.22826752
34,-1.681397394,269,100,10,OLAP100,PDX127,0.22826752
37,-1.81091391,269,100,10,OLAP100,PDX127,0.22826752
41,-1.516972685,269,100,10,OLAP100,PDX127,0.22826752
43,-1.516972685,269,100,10,OLAP100,PDX127,0.22826752
48,-1.723951299,269,100,10,OLAP100,PDX127,0.22826752
51,-2.186403339,269,100,10,OLAP100,PDX127,0.22826752
0,-1.695780422,271,100,10,OLAP100,PDX127,0.183456
4,-1.323357121,271,100,10,OLAP100,PDX127,0.183456
8,-1.106395137,271,100,10,OLAP100,PDX127,0.183456
13,-1.898721266,271,100,10,OLAP100,PDX127,0.183456
16,-1.151506864,271,100,10,OLAP100,PDX127,0.183456
20,-0.815857335,271,100,10,OLAP100,PDX127,0.183456
23,-0.860803046,271,100,10,OLAP100,PDX127,0.183456
27,-0.864791954,271,100,10,OLAP100,PDX127,0.183456
30,-0.837140422,271,100,10,OLAP100,PDX127,0.183456
34,-0.524224523,271,100,10,OLAP100,PDX127,0.183456
37,-0.240162556,271,100,10,OLAP100,PDX127,0.183456
41,-0.039814377,271,100,10,OLAP100,PDX127,0.183456
43,-0.287497449,271,100,10,OLAP100,PDX127,0.183456
48,-0.200941843,271,100,10,OLAP100,PDX127,0.183456
51,0.099445255,271,100,10,OLAP100,PDX127,0.183456
0,-2.733368009,273,100,10,OLAP100,PDX127,0.065
3,-3.402798663,273,100,10,OLAP100,PDX127,0.065
10,-4.26584488,273,100,10,OLAP100,PDX127,0.065
14,-5.482240205,273,100,10,OLAP100,PDX127,0.065
16,-2.733368009,273,100,10,OLAP100,PDX127,0.065
21,-3.402798663,273,100,10,OLAP100,PDX127,0.065
24,-5.482240205,273,100,10,OLAP100,PDX127,0.065
0,-1.946275216,274,100,10,OLAP100,PDX127,0.142805
4,-2.733368009,274,100,10,OLAP100,PDX127,0.142805
7,-2.186403339,274,100,10,OLAP100,PDX127,0.142805
11,-1.723951299,274,100,10,OLAP100,PDX127,0.142805
14,-2.44743747,274,100,10,OLAP100,PDX127,0.142805
18,-1.723951299,274,100,10,OLAP100,PDX127,0.142805
20,-1.81091391,274,100,10,OLAP100,PDX127,0.142805
25,-1.946275216,274,100,10,OLAP100,PDX127,0.142805
28,-2.186403339,274,100,10,OLAP100,PDX127,0.142805
0,-1.81091391,275,100,10,OLAP100,PDX127,0.16350464
4,-1.723951299,275,100,10,OLAP100,PDX127,0.16350464
7,-1.176986629,275,100,10,OLAP100,PDX127,0.16350464
11,-1.141483256,275,100,10,OLAP100,PDX127,0.16350464
14,-1.249279284,275,100,10,OLAP100,PDX127,0.16350464
18,-0.507555975,275,100,10,OLAP100,PDX127,0.16350464
20,-0.904071294,275,100,10,OLAP100,PDX127,0.16350464
25,-0.807806351,275,100,10,OLAP100,PDX127,0.16350464
28,-0.536264328,275,100,10,OLAP100,PDX127,0.16350464
0,-2.44743747,349,50,12,OLAP50,PDX156,0.086515
4,-4.26584488,349,50,12,OLAP50,PDX156,0.086515
8,-2.186403339,349,50,12,OLAP50,PDX156,0.086515
11,-1.946275216,349,50,12,OLAP50,PDX156,0.086515
15,-1.323357121,349,50,12,OLAP50,PDX156,0.086515
18,-1.516972685,349,50,12,OLAP50,PDX156,0.086515
22,-1.323357121,349,50,12,OLAP50,PDX156,0.086515
0,-1.946275216,350,50,12,OLAP50,PDX156,0.142805
4,-1.767117512,350,50,12,OLAP50,PDX156,0.142805
7,-1.323357121,350,50,12,OLAP50,PDX156,0.142805
11,-1.249279284,350,50,12,OLAP50,PDX156,0.142805
14,-1.323357121,350,50,12,OLAP50,PDX156,0.142805
18,-0.594518586,350,50,12,OLAP50,PDX156,0.142805
0,-1.516972685,351,50,12,OLAP50,PDX156,0.219375
4,-1.239475637,351,50,12,OLAP50,PDX156,0.219375
8,-0.653926467,351,50,12,OLAP50,PDX156,0.219375
11,-0.55456994,351,50,12,OLAP50,PDX156,0.219375
15,-0.388968646,351,50,12,OLAP50,PDX156,0.219375
18,-0.23464064,351,50,12,OLAP50,PDX156,0.219375
22,0.112576653,351,50,12,OLAP50,PDX156,0.219375
0,-1.516972685,352,50,12,OLAP50,PDX156,0.219375
4,-1.315918063,352,50,12,OLAP50,PDX156,0.219375
8,-1.030257621,352,50,12,OLAP50,PDX156,0.219375
11,-0.800816404,352,50,12,OLAP50,PDX156,0.219375
15,-0.237640121,352,50,12,OLAP50,PDX156,0.219375
18,-0.423043344,352,50,12,OLAP50,PDX156,0.219375
22,-0.032883959,352,50,12,OLAP50,PDX156,0.219375
0,-1.516972685,353,50,12,OLAP50,PDX156,0.219375
4,-0.915940793,353,50,12,OLAP50,PDX156,0.219375
8,-0.533369505,353,50,12,OLAP50,PDX156,0.219375
11,-0.494148792,353,50,12,OLAP50,PDX156,0.219375
15,-0.258336626,353,50,12,OLAP50,PDX156,0.219375
18,-0.118060194,353,50,12,OLAP50,PDX156,0.219375
22,0.566853895,353,50,12,OLAP50,PDX156,0.219375
0,-2.186403339,354,50,12,OLAP50,PDX156,0.11232
4,-1.43802076,354,50,12,OLAP50,PDX156,0.11232
8,-1.399310545,354,50,12,OLAP50,PDX156,0.11232
11,-1.037426582,354,50,12,OLAP50,PDX156,0.11232
15,-0.594518586,354,50,12,OLAP50,PDX156,0.11232
18,-0.407926134,354,50,12,OLAP50,PDX156,0.11232
22,0.015504187,354,50,12,OLAP50,PDX156,0.11232
0,-4.26584488,355,50,12,OLAP50,PDX156,0.01404
11,-1.855359167,355,50,12,OLAP50,PDX156,0.01404
15,-1.628641119,355,50,12,OLAP50,PDX156,0.01404
18,-1.723951299,355,50,12,OLAP50,PDX156,0.01404
22,-1.598058702,355,50,12,OLAP50,PDX156,0.01404
0,-1.150849186,356,50,12,OLAP50,PDX156,0.316368
4,-0.874604311,356,50,12,OLAP50,PDX156,0.316368
8,-0.880415609,356,50,12,OLAP50,PDX156,0.316368
11,-0.693785384,356,50,12,OLAP50,PDX156,0.316368
15,-0.277848976,356,50,12,OLAP50,PDX156,0.316368
18,-0.046430317,356,50,12,OLAP50,PDX156,0.316368
22,0.33693096,356,50,12,OLAP50,PDX156,0.316368
0,-2.186403339,357,50,12,OLAP50,PDX156,0.11232
4,-2.186403339,357,50,12,OLAP50,PDX156,0.11232
7,-2.186403339,357,50,12,OLAP50,PDX156,0.11232
11,-2.186403339,357,50,12,OLAP50,PDX156,0.11232
0,-1.723951299,358,50,12,OLAP50,PDX156,0.17836
4,-1.723951299,358,50,12,OLAP50,PDX156,0.17836
7,-1.723951299,358,50,12,OLAP50,PDX156,0.17836
11,-1.723951299,358,50,12,OLAP50,PDX156,0.17836
0,-1.723951299,359,50,12,OLAP50,PDX156,0.17836
3,-1.115961927,359,50,12,OLAP50,PDX156,0.17836
7,-0.457285426,359,50,12,OLAP50,PDX156,0.17836
0,-1.723951299,361,100,12,OLAP100,PDX156,0.17836
4,-1.323357121,361,100,12,OLAP100,PDX156,0.17836
8,-1.141483256,361,100,12,OLAP100,PDX156,0.17836
11,-0.873007034,361,100,12,OLAP100,PDX156,0.17836
15,-0.434128506,361,100,12,OLAP100,PDX156,0.17836
18,-0.395393379,361,100,12,OLAP100,PDX156,0.17836
22,-0.35234149,361,100,12,OLAP100,PDX156,0.17836
0,-1.452434164,362,100,12,OLAP100,PDX156,0.234
4,-1.10021357,362,100,12,OLAP100,PDX156,0.234
8,-0.939743613,362,100,12,OLAP100,PDX156,0.234
11,-0.47888132,362,100,12,OLAP100,PDX156,0.234
15,-0.310336763,362,100,12,OLAP100,PDX156,0.234
18,-0.037930346,362,100,12,OLAP100,PDX156,0.234
22,0.242528021,362,100,12,OLAP100,PDX156,0.234
0,-2.327902901,363,100,12,OLAP100,PDX156,0.0975
4,-1.071712669,363,100,12,OLAP100,PDX156,0.0975
8,-1.228046942,363,100,12,OLAP100,PDX156,0.0975
11,-0.576965426,363,100,12,OLAP100,PDX156,0.0975
15,-0.068221969,363,100,12,OLAP100,PDX156,0.0975
18,0.01221841,363,100,12,OLAP100,PDX156,0.0975
22,0.208227352,363,100,12,OLAP100,PDX156,0.0975
0,-2.186403339,364,100,12,OLAP100,PDX156,0.11232
4,-2.186403339,364,100,12,OLAP100,PDX156,0.11232
8,-2.733368009,364,100,12,OLAP100,PDX156,0.11232
11,-2.44743747,364,100,12,OLAP100,PDX156,0.11232
15,-2.733368009,364,100,12,OLAP100,PDX156,0.11232
18,-2.44743747,364,100,12,OLAP100,PDX156,0.11232
22,-2.44743747,364,100,12,OLAP100,PDX156,0.11232
0,-1.723951299,365,100,12,OLAP100,PDX156,0.17836
4,-1.106395137,365,100,12,OLAP100,PDX156,0.17836
8,-1.141483256,365,100,12,OLAP100,PDX156,0.17836
11,-1.191671181,365,100,12,OLAP100,PDX156,0.17836
15,-0.8869941,365,100,12,OLAP100,PDX156,0.17836
18,-0.895106706,365,100,12,OLAP100,PDX156,0.17836
22,-0.656575974,365,100,12,OLAP100,PDX156,0.17836
0,-5.482240205,366,100,12,OLAP100,PDX156,0.00416
4,-5.482240205,366,100,12,OLAP100,PDX156,0.00416
14,-2.186403339,366,100,12,OLAP100,PDX156,0.00416
18,-2.040032846,366,100,12,OLAP100,PDX156,0.00416
0,-1.323357121,367,100,12,OLAP100,PDX156,0.26624
4,-1.050828345,367,100,12,OLAP100,PDX156,0.26624
8,-0.75984714,367,100,12,OLAP100,PDX156,0.26624
11,-0.534265197,367,100,12,OLAP100,PDX156,0.26624
15,-0.317329239,367,100,12,OLAP100,PDX156,0.26624
18,0.054306351,367,100,12,OLAP100,PDX156,0.26624
22,0.019983866,367,100,12,OLAP100,PDX156,0.26624
0,-1.855359167,368,100,12,OLAP100,PDX156,0.15639676
4,-1.323357121,368,100,12,OLAP100,PDX156,0.15639676
8,-0.871638546,368,100,12,OLAP100,PDX156,0.15639676
11,-0.769337319,368,100,12,OLAP100,PDX156,0.15639676
15,-0.978964326,368,100,12,OLAP100,PDX156,0.15639676
18,-0.838203936,368,100,12,OLAP100,PDX156,0.15639676
22,-0.661202876,368,100,12,OLAP100,PDX156,0.15639676
0,-1.141483256,369,100,12,OLAP100,PDX156,0.319345
4,-0.653926467,369,100,12,OLAP100,PDX156,0.319345
7,-1.037426582,369,100,12,OLAP100,PDX156,0.319345
11,-0.594518586,369,100,12,OLAP100,PDX156,0.319345
0,-1.516972685,370,100,12,OLAP100,PDX156,0.219375
4,-1.323357121,370,100,12,OLAP100,PDX156,0.219375
7,-1.310934601,370,100,12,OLAP100,PDX156,0.219375
11,-0.771899521,370,100,12,OLAP100,PDX156,0.219375
0,-1.855359167,459,50,12,OLAP50,PDX156,0.15639676
3,-1.940140227,459,50,12,OLAP50,PDX156,0.15639676
8,-1.477237005,459,50,12,OLAP50,PDX156,0.15639676
14,-1.141483256,459,50,12,OLAP50,PDX156,0.15639676
18,-0.970008014,459,50,12,OLAP50,PDX156,0.15639676
21,-0.613352824,459,50,12,OLAP50,PDX156,0.15639676
24,-0.69913306,459,50,12,OLAP50,PDX156,0.15639676
0,-3.402798663,460,50,12,OLAP50,PDX156,0.03328
6,-2.44743747,460,50,12,OLAP50,PDX156,0.03328
10,-2.106360631,460,50,12,OLAP50,PDX156,0.03328
13,-1.681397394,460,50,12,OLAP50,PDX156,0.03328
16,-2.186403339,460,50,12,OLAP50,PDX156,0.03328
0,-2.44743747,461,50,12,OLAP50,PDX156,0.086515
3,-2.288107994,461,50,12,OLAP50,PDX156,0.086515
8,-1.946275216,461,50,12,OLAP50,PDX156,0.086515
14,-1.60570449,461,50,12,OLAP50,PDX156,0.086515
18,-1.20214248,461,50,12,OLAP50,PDX156,0.086515
21,-0.864647499,461,50,12,OLAP50,PDX156,0.086515
24,-0.667911808,461,50,12,OLAP50,PDX156,0.086515
0,-2.186403339,462,50,12,OLAP50,PDX156,0.11232
5,-1.723951299,462,50,12,OLAP50,PDX156,0.11232
11,-1.855359167,462,50,12,OLAP50,PDX156,0.11232
15,-1.516972685,462,50,12,OLAP50,PDX156,0.11232
18,-1.205574086,462,50,12,OLAP50,PDX156,0.11232
21,-0.507555975,462,50,12,OLAP50,PDX156,0.11232
0,-1.695780422,463,50,12,OLAP50,PDX156,0.183456
3,-1.141483256,463,50,12,OLAP50,PDX156,0.183456
8,-0.978964326,463,50,12,OLAP50,PDX156,0.183456
14,-0.465901208,463,50,12,OLAP50,PDX156,0.183456
18,-0.69913306,463,50,12,OLAP50,PDX156,0.183456
21,-0.363998668,463,50,12,OLAP50,PDX156,0.183456
24,0.087364954,463,50,12,OLAP50,PDX156,0.183456
0,-2.733368009,464,50,12,OLAP50,PDX156,0.065
3,-2.44743747,464,50,12,OLAP50,PDX156,0.065
8,-2.186403339,464,50,12,OLAP50,PDX156,0.065
14,-1.723951299,464,50,12,OLAP50,PDX156,0.065
18,-1.723951299,464,50,12,OLAP50,PDX156,0.065
21,-1.051535019,464,50,12,OLAP50,PDX156,0.065
24,-0.776392451,464,50,12,OLAP50,PDX156,0.065
0,-2.638057829,465,50,12,OLAP50,PDX156,0.0715
3,-2.288107994,465,50,12,OLAP50,PDX156,0.0715
8,-2.44743747,465,50,12,OLAP50,PDX156,0.0715
14,-1.723951299,465,50,12,OLAP50,PDX156,0.0715
